molecular_weight,alogp,topological_polar_surface_area,hydrogen_bond_donors,hydrogen_bond_acceptors,MolWt_rdkit,LogP_rdkit,TPSA_rdkit,HDonors_rdkit,HAcceptors_rdkit,RotBonds_rdkit,Lipinski_violations,Lipinski_pass,Veber_pass,Triage_label
272.33,0.12,68.73,0,5,272.3260000000001,0.1207999999999995,68.73,0.0,5.0,3.0,0,True,True,High-priority
272.35,2.77,44.12,0,4,272.348,2.7676000000000016,44.120000000000005,0.0,3.0,4.0,0,True,True,High-priority
272.35,1.61,32.78,0,3,272.348,1.6138,32.78,0.0,3.0,2.0,0,True,True,High-priority
274.36,4.24,46.53,1,3,274.36,4.241700000000003,46.53,1.0,3.0,6.0,0,True,True,High-priority
274.41,4.51,17.07,0,3,274.41,4.505720000000003,17.07,0.0,3.0,3.0,0,True,True,High-priority
275.26,1.28,112.41,3,5,275.264,1.27802,112.41,3.0,5.0,5.0,0,True,True,High-priority
275.38,1.72,18.9,1,1,275.375,1.717899999999999,18.9,1.0,0.0,4.0,0,True,True,High-priority
275.72,2.42,49.28,0,3,275.71500000000003,2.4187199999999995,49.28,0.0,2.0,2.0,0,True,True,High-priority
276.29,1.28,65.13,0,5,276.28799999999995,1.2774,65.13,0.0,5.0,0.0,0,True,True,High-priority
276.29,4.51,43.35,0,3,276.291,4.5146200000000025,43.35,0.0,3.0,1.0,0,True,True,High-priority
276.38,2.98,57.53,2,2,276.37600000000003,2.984700000000001,57.53,2.0,2.0,1.0,0,True,True,High-priority
278.26,0.54,107.22,4,6,278.26,0.5357999999999996,107.22,4.0,6.0,0.0,0,True,True,High-priority
278.3,0.51,83.83,2,5,278.304,0.5052999999999999,83.83,2.0,5.0,0.0,0,True,True,High-priority
278.31,3.98,47.28,0,3,278.307,3.983520000000003,47.28,0.0,3.0,0.0,0,True,True,High-priority
278.35,1.84,55.76,1,4,278.348,1.8379,55.760000000000005,1.0,4.0,1.0,0,True,True,High-priority
278.35,3.96,26.3,0,2,278.35099999999994,3.9566200000000022,26.3,0.0,2.0,0.0,0,True,True,High-priority
278.35,1.79,50.8,1,4,278.35200000000003,1.7901999999999998,50.8,1.0,4.0,5.0,0,True,True,High-priority
278.39,3.72,42.6,1,3,278.392,3.716700000000003,42.6,1.0,3.0,2.0,0,True,True,High-priority
278.4,2.17,58.29,2,4,278.3960000000001,2.1662,58.290000000000006,2.0,4.0,7.0,0,True,True,High-priority
278.44,4.99,29.6,0,2,278.436,4.986000000000005,29.6,0.0,2.0,9.0,0,True,True,High-priority
279.25,0.33,114.28,2,6,279.25200000000007,0.3275999999999999,114.28,2.0,5.0,5.0,0,True,True,High-priority
279.34,2.9,66.84,1,3,279.336,2.8968000000000016,66.84,1.0,3.0,4.0,0,True,True,High-priority
279.38,2.89,55.4,1,3,279.38,2.891000000000001,55.4,1.0,3.0,9.0,0,True,True,High-priority
280.32,0.15,86.99,3,5,280.31999999999994,0.1545999999999996,86.99000000000001,3.0,5.0,1.0,0,True,True,High-priority
280.32,1.46,64.99,1,5,280.32,1.4609,64.99000000000001,1.0,5.0,3.0,0,True,True,High-priority
280.36,2.06,55.76,1,4,280.36400000000003,2.0603,55.760000000000005,1.0,4.0,1.0,0,True,True,High-priority
281.22,-0.92,134.51,3,7,281.22400000000005,-0.9192000000000002,134.51,3.0,6.0,4.0,0,True,True,High-priority
282.25,0.61,129.77,3,5,282.252,0.6076000000000001,129.77,3.0,5.0,6.0,0,True,True,High-priority
282.29,-0.23,96.22,3,6,282.29200000000003,-0.2277000000000005,96.22,3.0,6.0,4.0,0,True,True,High-priority
282.3,2.58,63.6,1,4,282.295,2.5825000000000005,63.6,1.0,4.0,2.0,0,True,True,High-priority
282.34,0.73,86.99,3,5,282.336,0.7262,86.99000000000001,3.0,5.0,0.0,0,True,True,High-priority
282.34,3.91,35.53,0,3,282.339,3.9083200000000025,35.53,0.0,3.0,5.0,0,True,True,High-priority
283.33,2.49,66.4,2,2,283.327,2.4854000000000003,66.4,2.0,2.0,5.0,0,True,True,High-priority
284.27,2.62,83.83,2,5,284.26700000000005,2.6168000000000005,83.83000000000001,2.0,5.0,2.0,0,True,True,High-priority
284.31,3.13,74.6,2,3,284.311,3.131800000000001,74.6,2.0,3.0,4.0,0,True,True,High-priority
284.31,3.18,56.51,0,4,284.31100000000004,3.1816200000000023,56.510000000000005,0.0,4.0,5.0,0,True,True,High-priority
284.35,1.08,83.83,2,5,284.35200000000003,1.078799999999999,83.83000000000001,2.0,5.0,5.0,0,True,True,High-priority
284.36,3.53,43.37,0,3,284.355,3.5325200000000025,43.370000000000005,0.0,3.0,0.0,0,True,True,High-priority
284.74,2.96,78.43,3,2,284.743,2.9608,78.43,3.0,2.0,5.0,0,True,True,High-priority
285.43,4.95,29.1,1,2,285.431,4.952120000000004,29.1,1.0,2.0,4.0,0,True,True,High-priority
285.61,2.15,40.46,2,2,285.609,2.1467,40.46,2.0,2.0,2.0,0,True,True,High-priority
286.28,-0.33,127.45,5,7,286.28000000000003,-0.33438,127.45000000000002,5.0,7.0,5.0,0,True,True,High-priority
286.34,4.95,49.44,0,4,286.338,4.952900000000004,49.44,0.0,4.0,3.0,0,True,True,High-priority
286.41,4.96,29.46,1,2,286.415,4.955600000000004,29.46,1.0,2.0,2.0,0,True,True,High-priority
287.32,4.36,64.92,2,2,287.322,4.355480000000002,64.92,2.0,2.0,2.0,0,True,True,High-priority
287.36,1.97,77.64,2,5,287.363,1.96658,77.64,2.0,5.0,5.0,0,True,True,High-priority
288.39,3.74,49.69,2,3,288.387,3.7416000000000023,49.69,2.0,3.0,4.0,0,True,True,High-priority
289.13,1.29,75.27,2,3,289.129,1.2934999999999997,75.27000000000001,2.0,3.0,3.0,0,True,True,High-priority
290.25,1.25,107.3,3,6,290.25100000000003,1.24869,107.3,3.0,6.0,3.0,0,True,True,High-priority
290.32,3.52,68.15,2,5,290.31500000000005,3.524140000000002,68.15,2.0,5.0,4.0,0,True,True,High-priority
290.32,1.3,95.5,3,3,290.319,1.3012,95.5,3.0,3.0,6.0,0,True,True,High-priority
290.36,2.93,52.6,0,4,290.359,2.926300000000001,52.6,0.0,4.0,1.0,0,True,True,High-priority
291.44,3.53,49.33,2,2,291.435,3.534500000000002,49.33,2.0,2.0,10.0,0,True,True,High-priority
291.44,2.44,39.6,1,4,291.439,2.4389200000000004,39.6,1.0,4.0,2.0,0,True,True,High-priority
292.33,2.13,68.9,1,5,292.331,2.1300000000000003,68.9,1.0,5.0,5.0,0,True,True,High-priority
293.28,3.68,60.28,1,4,293.278,3.6800000000000015,60.28,1.0,4.0,1.0,0,True,True,High-priority
293.35,2.71,47.25,0,4,293.351,2.7144000000000004,47.25,0.0,3.0,1.0,0,True,True,High-priority
294.36,1.42,88.33,1,5,294.355,1.4152999999999998,88.33,1.0,5.0,6.0,0,True,True,High-priority
294.44,3.56,6.48,0,2,294.44199999999995,3.555100000000002,6.48,0.0,2.0,0.0,0,True,True,High-priority
294.48,3.29,58.28,3,3,294.48299999999995,3.2896,58.28,3.0,3.0,10.0,0,True,True,High-priority
295.42,1.77,49.77,1,4,295.423,1.7687999999999997,49.77,1.0,4.0,2.0,0,True,True,High-priority
296.32,-0.39,91.82,2,6,296.319,-0.3938000000000001,91.82,2.0,6.0,1.0,0,True,True,High-priority
296.36,1.94,68.15,2,5,296.363,1.9429,68.15,2.0,5.0,8.0,0,True,True,High-priority
296.36,0.74,75.99,2,5,296.36300000000006,0.7444999999999999,75.99000000000001,2.0,5.0,3.0,0,True,True,High-priority
297.27,-1.84,125.04,3,5,297.267,-1.8355999999999977,125.04,3.0,5.0,5.0,0,True,True,High-priority
297.31,3.62,69.67,0,5,297.314,3.616620000000002,69.67,0.0,4.0,4.0,0,True,True,High-priority
297.35,-0.35,91.18,4,6,297.351,-0.3451999999999997,91.18,4.0,6.0,5.0,0,True,True,High-priority
297.35,2.7,80.39,2,3,297.354,2.702700000000001,80.39000000000001,2.0,3.0,7.0,0,True,True,High-priority
297.35,1.71,60.77,2,3,297.35400000000004,1.7052999999999998,60.77000000000001,2.0,3.0,3.0,0,True,True,High-priority
297.4,3.84,38.33,1,2,297.398,3.836400000000003,38.33,1.0,2.0,7.0,0,True,True,High-priority
298.3,2.59,70.54,0,6,298.29800000000006,2.5868,70.54,0.0,6.0,3.0,0,True,True,High-priority
298.38,4.2,49.69,2,3,298.3820000000001,4.204400000000003,49.69,2.0,3.0,0.0,0,True,True,High-priority
298.39,2.17,68.29,1,6,298.389,2.1711,68.28999999999999,1.0,6.0,5.0,0,True,True,High-priority
298.42,2.66,66.76,2,4,298.423,2.656400000000001,66.76,2.0,4.0,5.0,0,True,True,High-priority
299.37,3.68,38.77,0,3,299.37,3.6789200000000015,38.77,0.0,3.0,5.0,0,True,True,High-priority
300.31,2.6,64.99,1,5,300.31,2.5974000000000013,64.99000000000001,1.0,5.0,4.0,0,True,True,High-priority
300.31,3.26,68.15,2,5,300.31000000000006,3.2619000000000016,68.15,2.0,5.0,3.0,0,True,True,High-priority
300.4,-0.66,74.19,3,6,300.399,-0.6599999999999984,74.19,3.0,6.0,5.0,0,True,True,High-priority
301.34,1.19,51.16,1,5,301.3420000000001,1.1867,51.16000000000001,1.0,5.0,1.0,0,True,True,High-priority
301.39,0.79,54.34,1,4,301.3900000000001,0.7935999999999994,54.34,1.0,3.0,1.0,0,True,True,High-priority
302.4,0.61,75.71,1,5,302.3960000000001,0.6101000000000001,75.71000000000001,1.0,5.0,5.0,0,True,True,High-priority
302.41,3.62,49.69,2,3,302.41400000000004,3.6178000000000026,49.69,2.0,3.0,1.0,0,True,True,High-priority
302.44,3.21,26.3,0,2,302.43800000000005,3.2119000000000018,26.3,0.0,2.0,3.0,0,True,True,High-priority
303.31,2.45,77.88,1,6,303.314,2.4453000000000005,77.88000000000001,1.0,6.0,4.0,0,True,True,High-priority
303.4,2.87,38.77,0,4,303.40200000000004,2.873100000000001,38.77,0.0,4.0,5.0,0,True,True,High-priority
304.3,2.13,104.06,3,6,304.298,2.1293,104.06000000000002,3.0,6.0,5.0,0,True,True,High-priority
304.38,1.28,92.64,3,5,304.375,1.2841999999999996,92.64,3.0,4.0,3.0,0,True,True,High-priority
304.39,3.65,52.6,0,4,304.386,3.6518000000000015,52.6,0.0,4.0,7.0,0,True,True,High-priority
304.43,4.52,46.53,1,3,304.42999999999995,4.5168200000000045,46.53,1.0,3.0,4.0,0,True,True,High-priority
304.47,4.71,40.46,2,2,304.47400000000005,4.705100000000005,40.46,2.0,2.0,6.0,0,True,True,High-priority
304.47,4.39,40.46,2,2,304.4740000000001,4.393300000000004,40.46,2.0,2.0,0.0,0,True,True,High-priority
305.33,4.11,59.42,1,3,305.333,4.112000000000002,59.42,1.0,3.0,4.0,0,True,True,High-priority
305.34,2.74,67.34,1,4,305.337,2.743000000000001,67.34,1.0,4.0,2.0,0,True,True,High-priority
306.27,0.51,106.2,2,7,306.27,0.5113999999999999,106.20000000000002,2.0,7.0,2.0,0,True,True,High-priority
306.32,3.7,56.51,0,4,306.317,3.697700000000002,56.51,0.0,4.0,4.0,0,True,True,High-priority
306.36,2.52,69.67,0,5,306.35800000000006,2.519000000000001,69.67000000000002,0.0,5.0,5.0,0,True,True,High-priority
306.37,3.53,54.59,1,4,306.36500000000007,3.5252000000000017,54.59,1.0,3.0,3.0,0,True,True,High-priority
306.49,4.93,40.46,2,2,306.49000000000007,4.927500000000005,40.46,2.0,2.0,1.0,0,True,True,High-priority
306.7,3.33,79.9,2,5,306.701,3.3278200000000013,79.9,2.0,5.0,1.0,0,True,True,High-priority
307.35,1.79,77.77,1,5,307.346,1.7866999999999995,77.77,1.0,5.0,3.0,0,True,True,High-priority
307.39,2.16,83.47,2,3,307.39000000000004,2.1633999999999998,83.47,2.0,3.0,5.0,0,True,True,High-priority
307.4,3.24,57.78,2,2,307.397,3.2445000000000013,57.78,2.0,2.0,7.0,0,True,True,High-priority
308.37,1.83,72.83,1,5,308.37400000000014,1.8328999999999995,72.83000000000001,1.0,5.0,1.0,0,True,True,High-priority
308.38,3.83,38.5,0,4,308.3810000000001,3.8259000000000025,38.5,0.0,4.0,4.0,0,True,True,High-priority
308.42,3.18,66.76,2,4,308.418,3.180320000000002,66.76,2.0,4.0,8.0,0,True,True,High-priority
309.45,0.9,36.02,0,4,309.45400000000006,0.8958000000000013,36.02,0.0,4.0,3.0,0,True,True,High-priority
310.3,3.16,65.74,0,5,310.30499999999995,3.1586000000000016,65.74,0.0,5.0,4.0,0,True,True,High-priority
310.35,1.86,93.06,2,6,310.346,1.862,93.06000000000002,2.0,6.0,6.0,0,True,True,High-priority
310.35,2.63,77.76,3,4,310.349,2.6340000000000017,77.76,3.0,4.0,0.0,0,True,True,High-priority
310.36,1.47,95.59,3,5,310.361,1.4653999999999996,95.59,3.0,5.0,7.0,0,True,True,High-priority
311.34,2.62,75.48,1,4,311.341,2.619700000000001,75.48,1.0,4.0,4.0,0,True,True,High-priority
312.32,3.49,57.9,0,5,312.321,3.485800000000002,57.900000000000006,0.0,5.0,4.0,0,True,True,High-priority
312.36,-0.07,99.38,4,6,312.36200000000014,-0.0716400000000001,99.38,4.0,6.0,4.0,0,True,True,High-priority
312.42,2.8,68.16,2,3,312.4170000000001,2.800180000000001,68.16,2.0,3.0,4.0,0,True,True,High-priority
314.21,2.91,113.29,3,4,314.211,2.9054000000000024,113.29000000000002,3.0,4.0,8.0,0,True,True,High-priority
314.29,2.89,89.13,2,6,314.293,2.8884000000000016,89.13000000000001,2.0,6.0,3.0,0,True,True,High-priority
314.29,2.89,89.13,2,6,314.29300000000006,2.888400000000001,89.13000000000001,2.0,6.0,3.0,0,True,True,High-priority
314.38,-0.21,99.38,4,6,314.3780000000001,-0.2063000000000006,99.38,4.0,6.0,3.0,0,True,True,High-priority
315.33,1.68,96.61,2,4,315.32500000000005,1.68234,96.61,2.0,4.0,5.0,0,True,True,High-priority
315.33,1.04,68.23,1,6,315.32500000000005,1.0428999999999995,68.23,1.0,6.0,0.0,0,True,True,High-priority
315.38,1.82,80.53,2,6,315.377,1.8216,80.53,2.0,6.0,4.0,0,True,True,High-priority
315.46,1.67,18.95,0,4,315.4610000000002,1.6658000000000002,18.950000000000003,0.0,4.0,3.0,0,True,True,High-priority
316.27,2.29,120.36,4,7,316.26500000000004,2.291000000000001,120.36,4.0,7.0,2.0,0,True,True,High-priority
316.31,2.64,82.06,1,6,316.3090000000001,2.641,82.06000000000002,1.0,6.0,4.0,0,True,True,High-priority
316.31,2.47,89.13,2,6,316.3090000000001,2.4697200000000006,89.13000000000001,2.0,6.0,3.0,0,True,True,High-priority
316.44,4.63,38.83,0,3,316.441,4.6326000000000045,38.83,0.0,3.0,0.0,0,True,True,High-priority
316.44,4.16,57.53,2,3,316.44100000000003,4.156800000000003,57.53,2.0,3.0,1.0,0,True,True,High-priority
316.44,3.33,54.37,1,3,316.4410000000001,3.326200000000002,54.370000000000005,1.0,3.0,1.0,0,True,True,High-priority
316.44,3.88,57.53,2,2,316.44100000000014,3.877300000000002,57.53,2.0,2.0,3.0,0,True,True,High-priority
317.43,3.24,38.77,0,4,317.4290000000001,3.238100000000002,38.77,0.0,4.0,5.0,0,True,True,High-priority
318.33,4.39,56.51,0,4,318.32800000000003,4.394900000000003,56.510000000000005,0.0,4.0,5.0,0,True,True,High-priority
318.37,2.35,71.03,2,5,318.3730000000001,2.3497000000000003,71.02999999999999,2.0,5.0,3.0,0,True,True,High-priority
318.46,3.86,54.37,1,3,318.457,3.8604000000000025,54.370000000000005,1.0,3.0,6.0,0,True,True,High-priority
318.46,4.02,46.53,1,3,318.45700000000005,4.019400000000004,46.53,1.0,3.0,2.0,0,True,True,High-priority
318.46,4.14,43.37,0,3,318.45700000000005,4.139800000000004,43.370000000000005,0.0,3.0,2.0,0,True,True,High-priority
318.46,2.93,57.53,2,3,318.45700000000005,2.931500000000001,57.53,2.0,3.0,1.0,0,True,True,High-priority
318.46,3.26,57.53,2,3,318.45700000000005,3.262100000000002,57.53,2.0,3.0,1.0,0,True,True,High-priority
318.46,4.16,46.53,1,3,318.4570000000001,4.161900000000004,46.53,1.0,3.0,2.0,0,True,True,High-priority
319.45,2.61,42.07,0,4,319.4450000000001,2.6092000000000004,42.07,0.0,4.0,2.0,0,True,True,High-priority
319.45,2.61,42.07,0,4,319.4450000000001,2.6092000000000004,42.07,0.0,4.0,2.0,0,True,True,High-priority
320.39,3.47,58.2,2,4,320.39200000000005,3.468000000000001,58.2,2.0,4.0,3.0,0,True,True,High-priority
320.43,3.06,63.6,1,4,320.429,3.055900000000001,63.6,1.0,4.0,4.0,0,True,True,High-priority
320.47,4.05,38.69,1,3,320.473,4.051600000000003,38.69,1.0,3.0,0.0,0,True,True,High-priority
320.47,4.57,57.53,2,2,320.4730000000001,4.568700000000004,57.53,2.0,2.0,5.0,0,True,True,High-priority
321.29,-0.49,129.34,4,7,321.285,-0.4942000000000002,129.34,4.0,7.0,3.0,0,True,True,High-priority
321.34,2.54,84.22,2,5,321.33600000000007,2.540400000000001,84.22,2.0,4.0,4.0,0,True,True,High-priority
322.36,0.76,88.66,1,6,322.3570000000001,0.7606999999999997,88.66,1.0,6.0,2.0,0,True,True,High-priority
323.35,1.34,62.74,0,4,323.35200000000003,1.338,62.74000000000001,0.0,4.0,2.0,0,True,True,High-priority
323.39,0.88,76.07,1,6,323.38899999999995,0.8825999999999998,76.07,1.0,6.0,0.0,0,True,True,High-priority
324.34,3.07,68.73,0,5,324.336,3.066620000000001,68.73,0.0,5.0,2.0,0,True,True,High-priority
324.37,-0.01,104.06,3,6,324.373,-0.0130000000000005,104.06,3.0,6.0,1.0,0,True,True,High-priority
324.42,2.01,48.63,2,4,324.424,2.0068,48.63,2.0,3.0,2.0,0,True,True,High-priority
324.43,-1.14,76.12,2,5,324.42500000000007,-1.1356999999999964,76.11999999999999,2.0,5.0,4.0,0,True,True,High-priority
324.43,0.94,60.85,1,5,324.4270000000001,0.9393999999999996,60.85000000000001,1.0,5.0,3.0,0,True,True,High-priority
324.5,3.67,60.69,3,3,324.505,3.669600000000003,60.69,3.0,3.0,4.0,0,True,True,High-priority
325.39,2.74,66.62,2,6,325.3930000000001,2.744300000000001,66.62,2.0,5.0,2.0,0,True,True,High-priority
325.41,1.91,47.24,0,4,325.4120000000001,1.91254,47.24,0.0,2.0,2.0,0,True,True,High-priority
325.41,-0.76,84.67,2,8,325.4130000000001,-0.7633999999999979,84.67,2.0,7.0,6.0,0,True,True,High-priority
326.35,-0.4,108.61,4,7,326.345,-0.3976000000000004,108.61,4.0,7.0,6.0,0,True,True,High-priority
326.35,2.17,84.33,2,4,326.35200000000003,2.1672199999999995,84.33,2.0,4.0,6.0,0,True,True,High-priority
326.39,3.9,69.92,3,4,326.3920000000001,3.903420000000003,69.92,3.0,4.0,0.0,0,True,True,High-priority
326.4,1.95,70.99,1,4,326.40000000000003,1.9543,70.99000000000001,1.0,3.0,2.0,0,True,True,High-priority
326.44,3.4,50.16,1,3,326.444,3.4049000000000023,50.16,1.0,2.0,2.0,0,True,True,High-priority
327.36,4.42,48.22,0,4,327.35600000000005,4.415300000000004,48.22,0.0,4.0,5.0,0,True,True,High-priority
327.41,2.98,47.48,0,6,327.40900000000005,2.975500000000001,47.48,0.0,6.0,3.0,0,True,True,High-priority
327.42,1.99,58.56,2,3,327.4240000000001,1.9875,58.56,2.0,3.0,0.0,0,True,True,High-priority
328.32,2.18,96.22,3,6,328.3200000000001,2.1833,96.22,3.0,6.0,4.0,0,True,True,High-priority
328.36,-0.47,119.61,5,7,328.361,-0.4702000000000002,119.61,5.0,7.0,6.0,0,True,True,High-priority
328.36,3.38,65.74,0,5,328.36400000000003,3.384500000000002,65.74000000000001,0.0,5.0,3.0,0,True,True,High-priority
328.37,3.27,80.56,2,4,328.36800000000005,3.265900000000001,80.56,2.0,3.0,4.0,0,True,True,High-priority
328.41,3.95,63.6,1,4,328.4080000000001,3.951900000000003,63.6,1.0,4.0,1.0,0,True,True,High-priority
328.41,-1.61,104.47,4,7,328.4090000000001,-1.6057999999999977,104.47,4.0,7.0,6.0,0,True,True,High-priority
329.4,2.89,62.16,2,5,329.396,2.8867000000000016,62.16,2.0,5.0,4.0,0,True,True,High-priority
330.29,1.23,99.13,1,7,330.29200000000003,1.2269199999999998,99.13000000000002,1.0,7.0,2.0,0,True,True,High-priority
330.29,1.34,99.13,1,7,330.2920000000001,1.3431,99.13000000000002,1.0,7.0,3.0,0,True,True,High-priority
330.38,3.05,72.2,1,5,330.38000000000005,3.0465000000000013,72.2,1.0,5.0,6.0,0,True,True,High-priority
330.43,2.05,67.43,2,5,330.42800000000005,2.0464,67.43,2.0,5.0,2.0,0,True,True,High-priority
330.47,4.71,49.69,2,3,330.468,4.706600000000005,49.69,2.0,3.0,4.0,0,True,True,High-priority
330.47,3.84,54.37,1,3,330.4680000000001,3.8384000000000023,54.37,1.0,3.0,1.0,0,True,True,High-priority
331.37,2.62,94.91,2,4,331.36799999999994,2.616000000000001,94.91,2.0,4.0,8.0,0,True,True,High-priority
331.37,1.29,71.39,2,6,331.3680000000001,1.2853,71.39000000000001,2.0,6.0,1.0,0,True,True,High-priority
331.41,2.55,66.84,1,3,331.4120000000001,2.5457,66.84,1.0,3.0,6.0,0,True,True,High-priority
331.46,3.69,66.4,2,2,331.456,3.686300000000002,66.39999999999999,2.0,2.0,4.0,0,True,True,High-priority
331.46,3.69,49.77,1,3,331.4560000000001,3.690000000000002,49.77,1.0,3.0,4.0,0,True,True,High-priority
332.35,1.31,82.06,1,6,332.352,1.3149999999999995,82.06,1.0,6.0,4.0,0,True,True,High-priority
332.35,2.84,77.38,2,6,332.3520000000001,2.8423000000000007,77.38000000000001,2.0,6.0,4.0,0,True,True,High-priority
332.4,2.91,94.83,3,5,332.396,2.9094000000000007,94.83,3.0,5.0,5.0,0,True,True,High-priority
332.44,3.49,63.6,1,4,332.44000000000005,3.4850000000000025,63.60000000000001,1.0,4.0,0.0,0,True,True,High-priority
332.44,2.66,55.76,1,4,332.44000000000005,2.657400000000001,55.760000000000005,1.0,4.0,0.0,0,True,True,High-priority
332.44,3.6,59.06,1,4,332.44000000000005,3.6034000000000015,59.06,1.0,4.0,0.0,0,True,True,High-priority
332.44,2.59,74.6,2,4,332.4400000000001,2.586800000000001,74.6,2.0,4.0,2.0,0,True,True,High-priority
332.44,2.91,66.76,2,4,332.44000000000017,2.910300000000001,66.76,2.0,4.0,2.0,0,True,True,High-priority
333.34,1.63,105.84,2,5,333.3400000000001,1.63352,105.84,2.0,5.0,7.0,0,True,True,High-priority
333.43,2.23,86.63,3,3,333.42800000000017,2.2333,86.63000000000001,3.0,3.0,7.0,0,True,True,High-priority
334.28,0.2,119.36,2,8,334.28000000000014,0.2001,119.36,2.0,8.0,2.0,0,True,True,High-priority
334.37,2.96,61.19,0,5,334.37499999999994,2.961520000000001,61.190000000000005,0.0,4.0,5.0,0,True,True,High-priority
334.41,2.44,83.83,2,5,334.4120000000001,2.4447,83.83,2.0,5.0,8.0,0,True,True,High-priority
334.42,1.95,78.87,2,4,334.41600000000005,1.9519,78.87,2.0,4.0,4.0,0,True,True,High-priority
334.42,3.87,43.26,1,3,334.4190000000001,3.8652000000000033,43.260000000000005,1.0,2.0,3.0,0,True,True,High-priority
334.46,3.95,67.51,1,4,334.456,3.953900000000004,67.50999999999999,1.0,4.0,7.0,0,True,True,High-priority
334.46,3.2,80.92,4,4,334.4560000000001,3.196200000000002,80.92,4.0,4.0,3.0,0,True,True,High-priority
334.46,3.79,66.76,2,4,334.45600000000013,3.792100000000003,66.75999999999999,2.0,4.0,5.0,0,True,True,High-priority
334.5,3.57,57.53,2,3,334.50000000000006,3.5660000000000025,57.53,2.0,3.0,1.0,0,True,True,High-priority
334.5,4.18,46.53,1,3,334.50000000000006,4.180800000000004,46.53,1.0,3.0,2.0,0,True,True,High-priority
334.5,3.57,57.53,2,3,334.5000000000001,3.5660000000000025,57.53,2.0,3.0,1.0,0,True,True,High-priority
335.36,-0.18,125.55,4,9,335.3640000000001,-0.1841000000000003,125.55,4.0,8.0,5.0,0,True,True,High-priority
336.39,3.05,58.64,1,3,336.3910000000001,3.054500000000001,58.64,1.0,3.0,3.0,0,True,True,High-priority
336.39,2.95,63.35,2,4,336.3910000000001,2.9532000000000007,63.35000000000001,2.0,4.0,3.0,0,True,True,High-priority
336.47,3.79,59.06,1,4,336.47200000000004,3.7852000000000015,59.06,1.0,4.0,3.0,0,True,True,High-priority
336.47,1.86,80.92,4,4,336.47200000000004,1.8586,80.92,4.0,4.0,0.0,0,True,True,High-priority
336.47,3.92,66.76,2,3,336.47200000000004,3.9224000000000014,66.76,2.0,3.0,2.0,0,True,True,High-priority
337.46,1.87,71.09,2,5,337.46,1.872299999999999,71.09,2.0,5.0,5.0,0,True,True,High-priority
338.36,3.74,65.74,0,5,338.359,3.7448200000000025,65.74000000000001,0.0,5.0,5.0,0,True,True,High-priority
338.36,3.74,53.99,0,5,338.3590000000001,3.7444000000000015,53.99000000000001,0.0,5.0,2.0,0,True,True,High-priority
338.41,1.77,58.64,1,4,338.40700000000004,1.7705,58.64000000000001,1.0,4.0,1.0,0,True,True,High-priority
338.41,2.99,58.64,1,3,338.4070000000001,2.991000000000001,58.64000000000001,1.0,3.0,6.0,0,True,True,High-priority
338.45,1.45,70.08,1,4,338.4480000000001,1.4482000000000002,70.08,1.0,4.0,6.0,0,True,True,High-priority
339.35,1.77,96.53,3,4,339.35100000000006,1.7744999999999995,96.53,3.0,4.0,4.0,0,True,True,High-priority
339.39,3.75,60.69,1,5,339.391,3.7509000000000015,60.69,1.0,4.0,4.0,0,True,True,High-priority
339.39,3.73,60.7,1,4,339.39100000000013,3.730920000000003,60.7,1.0,4.0,6.0,0,True,True,High-priority
339.48,4.18,21.7,0,3,339.47900000000016,4.183200000000004,21.700000000000003,0.0,3.0,1.0,0,True,True,High-priority
340.38,2.63,68.15,2,5,340.37500000000006,2.626240000000001,68.15,2.0,5.0,0.0,0,True,True,High-priority
340.38,3.91,75.99,2,5,340.3750000000001,3.9079000000000015,75.99,2.0,5.0,1.0,0,True,True,High-priority
340.42,2.41,57.72,2,4,340.423,2.4112,57.72,2.0,4.0,1.0,0,True,True,High-priority
340.46,4.06,43.37,0,3,340.46300000000014,4.063300000000004,43.370000000000005,0.0,3.0,1.0,0,True,True,High-priority
340.47,2.74,37.63,1,4,340.4670000000001,2.7392000000000016,37.63,1.0,3.0,1.0,0,True,True,High-priority
341.36,2.33,69.18,2,6,341.3630000000001,2.3333000000000004,69.18,2.0,6.0,2.0,0,True,True,High-priority
341.36,2.14,76.07,1,5,341.3630000000001,2.1408,76.07000000000001,1.0,5.0,5.0,0,True,True,High-priority
341.5,3.79,29.54,0,3,341.4950000000001,3.786500000000003,29.540000000000003,0.0,3.0,0.0,0,True,True,High-priority
342.15,2.15,91.76,1,5,342.1450000000001,2.15442,91.76,1.0,5.0,4.0,0,True,True,High-priority
342.35,2.55,97.75,2,6,342.35100000000006,2.5485000000000007,97.75,2.0,6.0,4.0,0,True,True,High-priority
342.44,-1.22,104.47,4,7,342.4360000000001,-1.2156999999999982,104.47,4.0,7.0,7.0,0,True,True,High-priority
343.39,3.44,63.39,0,5,343.39,3.4410000000000016,63.39,0.0,4.0,3.0,0,True,True,High-priority
343.43,1.47,70.67,2,4,343.427,1.471,70.67,2.0,4.0,5.0,0,True,True,High-priority
343.47,3.2,63.24,1,3,343.4670000000001,3.2020000000000017,63.24,1.0,3.0,1.0,0,True,True,High-priority
343.51,3.58,32.7,1,3,343.511,3.5783000000000027,32.7,1.0,3.0,0.0,0,True,True,High-priority
344.41,3.64,68.15,2,5,344.4070000000001,3.6388000000000025,68.15,2.0,5.0,8.0,0,True,True,High-priority
