molecular_weight,alogp,topological_polar_surface_area,hydrogen_bond_donors,hydrogen_bond_acceptors,MolWt_rdkit,LogP_rdkit,TPSA_rdkit,HDonors_rdkit,HAcceptors_rdkit,RotBonds_rdkit,Lipinski_violations,Lipinski_pass,Veber_pass,Triage_label
344.71,2.06,89.18,0,6,344.7100000000001,2.0601,89.17999999999999,0.0,6.0,3.0,0,True,True,High-priority
344.75,3.51,61.83,0,5,344.75000000000006,3.508000000000002,61.83,0.0,5.0,4.0,0,True,True,High-priority
345.4,2.56,95.86,3,5,345.3950000000001,2.5624000000000016,95.86,3.0,5.0,0.0,0,True,True,High-priority
345.44,1.23,70.67,2,4,345.4430000000001,1.2333,70.67,2.0,4.0,5.0,0,True,True,High-priority
346.34,-0.73,113.25,1,5,346.3430000000001,-0.7308999999999981,113.25,1.0,5.0,4.0,0,True,True,High-priority
346.38,1.72,110.38,5,6,346.37900000000013,1.717,110.38,5.0,6.0,4.0,0,True,True,High-priority
346.42,2.53,83.83,2,4,346.42300000000006,2.5279,83.83,2.0,4.0,1.0,0,True,True,High-priority
346.42,3.19,72.83,1,5,346.42300000000006,3.192600000000001,72.83000000000001,1.0,5.0,2.0,0,True,True,High-priority
346.42,3.36,83.83,2,4,346.42300000000006,3.3615200000000027,83.83000000000001,2.0,4.0,4.0,0,True,True,High-priority
346.42,3.25,65.13,0,5,346.42300000000006,3.249900000000002,65.13,0.0,5.0,2.0,0,True,True,High-priority
346.47,3.83,77.76,3,3,346.46700000000004,3.832120000000004,77.76,3.0,3.0,2.0,0,True,True,High-priority
346.47,4.46,56.51,0,4,346.46700000000004,4.456540000000004,56.510000000000005,0.0,4.0,4.0,0,True,True,High-priority
346.51,4.86,46.53,1,3,346.51100000000014,4.859000000000004,46.53,1.0,3.0,5.0,0,True,True,High-priority
347.5,2.21,78.27,3,5,347.50300000000016,2.2067,78.27000000000001,3.0,5.0,5.0,0,True,True,High-priority
348.36,2.0,81.16,1,5,348.3580000000002,1.9953199999999995,81.16000000000001,1.0,4.0,1.0,0,True,True,High-priority
348.39,-0.36,136.68,5,7,348.39200000000005,-0.3597999999999997,136.68,5.0,7.0,9.0,0,True,True,High-priority
348.4,1.88,89.9,1,6,348.3950000000001,1.8783,89.9,1.0,6.0,3.0,0,True,True,High-priority
348.4,2.5,53.51,0,3,348.40200000000004,2.5018,53.510000000000005,0.0,3.0,1.0,0,True,True,High-priority
348.44,3.84,91.67,2,3,348.4390000000001,3.8400000000000025,91.67,2.0,3.0,5.0,0,True,True,High-priority
348.44,2.78,72.83,1,5,348.43900000000014,2.779200000000001,72.83,1.0,5.0,2.0,0,True,True,High-priority
348.44,3.06,83.83,2,4,348.4390000000002,3.060500000000002,83.83000000000001,2.0,4.0,2.0,0,True,True,High-priority
348.45,4.02,53.43,1,3,348.446,4.015320000000003,53.43000000000001,1.0,3.0,6.0,0,True,True,High-priority
348.48,3.48,55.76,1,4,348.4830000000001,3.476600000000002,55.760000000000005,1.0,4.0,1.0,0,True,True,High-priority
348.48,4.22,52.6,0,4,348.4830000000002,4.219000000000004,52.6,0.0,4.0,2.0,0,True,True,High-priority
348.83,-2.25,112.96,1,6,348.82699999999994,-2.252299999999994,112.96,1.0,6.0,0.0,0,True,True,High-priority
349.41,2.87,55.2,1,3,349.41,2.872700000000001,55.2,1.0,3.0,1.0,0,True,True,High-priority
349.48,1.09,72.28,1,6,349.47900000000004,1.093700000000001,72.28,1.0,5.0,9.0,0,True,True,High-priority
350.21,2.49,46.61,0,3,350.21200000000005,2.4853000000000005,46.61,0.0,3.0,3.0,0,True,True,High-priority
350.32,1.41,123.27,2,7,350.3230000000001,1.414,123.27,2.0,7.0,8.0,0,True,True,High-priority
350.41,1.67,93.06,2,6,350.41100000000006,1.6732999999999998,93.06000000000002,2.0,6.0,4.0,0,True,True,High-priority
350.44,3.02,72.83,1,6,350.4360000000001,3.015820000000002,72.83000000000001,1.0,6.0,6.0,0,True,True,High-priority
350.46,3.22,83.83,2,5,350.45500000000004,3.2171000000000016,83.83000000000001,2.0,5.0,9.0,0,True,True,High-priority
351.36,1.4,90.29,1,6,351.3620000000001,1.4041999999999994,90.29,1.0,5.0,6.0,0,True,True,High-priority
351.4,-1.09,104.15,3,7,351.40300000000025,-1.0906999999999991,104.15,3.0,7.0,6.0,0,True,True,High-priority
352.39,1.27,100.19,3,4,352.3940000000002,1.2712,100.19,3.0,4.0,6.0,0,True,True,High-priority
352.43,1.59,93.06,2,6,352.4270000000001,1.5854999999999997,93.06000000000002,2.0,6.0,3.0,0,True,True,High-priority
353.38,2.61,86.48,1,6,353.37800000000004,2.6076000000000006,86.48,1.0,6.0,7.0,0,True,True,High-priority
353.42,3.59,87.39,1,5,353.418,3.590180000000002,87.39,1.0,5.0,6.0,0,True,True,High-priority
353.51,4.13,38.33,1,3,353.50600000000003,4.132900000000003,38.33,1.0,3.0,5.0,0,True,True,High-priority
354.36,2.99,82.06,1,5,354.3580000000002,2.9896000000000003,82.06,1.0,5.0,6.0,0,True,True,High-priority
354.45,1.64,50.6,0,5,354.45400000000006,1.6408999999999991,50.6,0.0,4.0,5.0,0,True,True,High-priority
354.45,2.05,59.39,1,5,354.4540000000002,2.0493999999999994,59.39,1.0,4.0,4.0,0,True,True,High-priority
354.49,3.94,64.99,1,5,354.4870000000001,3.942400000000003,64.99000000000001,1.0,5.0,5.0,0,True,True,High-priority
354.5,0.85,65.12,1,4,354.49500000000006,0.8546000000000027,65.12,1.0,4.0,6.0,0,True,True,High-priority
355.44,1.45,74.49,1,6,355.442,1.4492999999999998,74.49000000000001,1.0,5.0,4.0,0,True,True,High-priority
356.37,2.57,111.9,3,5,356.3740000000001,2.5708400000000005,111.9,3.0,5.0,2.0,0,True,True,High-priority
356.42,1.89,81.62,2,5,356.4220000000001,1.8944,81.62,2.0,5.0,2.0,0,True,True,High-priority
356.43,2.65,81.35,0,6,356.4260000000003,2.654300000000001,81.35000000000001,0.0,6.0,4.0,0,True,True,High-priority
356.47,3.2,68.29,1,4,356.46600000000007,3.2039000000000017,68.28999999999999,1.0,4.0,2.0,0,True,True,High-priority
356.5,1.61,101.15,5,5,356.50300000000016,1.6127999999999998,101.15,5.0,5.0,5.0,0,True,True,High-priority
358.35,2.37,105.45,3,6,358.3460000000001,2.3720000000000003,105.45000000000002,3.0,6.0,5.0,0,True,True,High-priority
358.39,3.3,85.22,2,6,358.39000000000004,3.304200000000002,85.22000000000001,2.0,6.0,8.0,0,True,True,High-priority
358.48,4.2,71.44,1,4,358.4780000000001,4.200300000000003,71.44,1.0,4.0,4.0,0,True,True,High-priority
358.78,3.97,65.74,0,5,358.7770000000001,3.973620000000003,65.74000000000001,0.0,5.0,4.0,0,True,True,High-priority
359.41,1.79,101.9,2,7,359.41100000000006,1.7861,101.9,2.0,6.0,6.0,0,True,True,High-priority
359.43,3.8,78.01,3,3,359.42900000000003,3.803720000000002,78.00999999999999,3.0,3.0,5.0,0,True,True,High-priority
360.27,3.64,24.19,0,1,360.275,3.6410000000000022,24.19,0.0,1.0,2.0,0,True,True,High-priority
360.41,2.61,85.97,1,6,360.40600000000006,2.6142000000000003,85.97,1.0,6.0,1.0,0,True,True,High-priority
360.45,3.55,72.83,1,5,360.45000000000016,3.5453000000000023,72.83,1.0,5.0,1.0,0,True,True,High-priority
361.15,2.46,88.41,2,4,361.151,2.4585,88.41,2.0,4.0,2.0,0,True,True,High-priority
361.39,2.49,105.84,2,5,361.39400000000006,2.4921999999999995,105.84,2.0,5.0,8.0,0,True,True,High-priority
361.39,2.18,94.84,1,6,361.3940000000001,2.18412,94.84,1.0,6.0,7.0,0,True,True,High-priority
361.39,2.41,105.84,2,5,361.3940000000001,2.41372,105.84,2.0,5.0,9.0,0,True,True,High-priority
361.4,1.65,54.37,0,5,361.4010000000002,1.6526999999999998,54.370000000000005,0.0,5.0,2.0,0,True,True,High-priority
362.38,1.22,99.13,1,7,362.3780000000001,1.2162999999999995,99.13000000000002,1.0,7.0,3.0,0,True,True,High-priority
362.38,0.29,121.13,3,6,362.3780000000001,0.2859999999999998,121.13,3.0,6.0,1.0,0,True,True,High-priority
362.39,4.04,85.34,1,5,362.3850000000001,4.040660000000004,85.34,1.0,5.0,3.0,0,True,True,High-priority
362.42,2.39,100.13,3,6,362.42200000000014,2.391200000000001,100.13,3.0,6.0,1.0,0,True,True,High-priority
362.42,1.3,96.36,2,6,362.42200000000014,1.2988999999999995,96.36,2.0,6.0,0.0,0,True,True,High-priority
362.47,3.63,91.67,2,5,362.4660000000001,3.6254000000000017,91.67000000000002,2.0,5.0,7.0,0,True,True,High-priority
362.47,4.03,41.57,1,3,362.4730000000001,4.030820000000003,41.57,1.0,3.0,4.0,0,True,True,High-priority
362.47,4.04,36.69,0,4,362.4730000000002,4.040460000000003,36.69,0.0,4.0,3.0,0,True,True,High-priority
362.51,4.49,59.06,1,4,362.51000000000016,4.487100000000004,59.06,1.0,4.0,3.0,0,True,True,High-priority
362.86,2.41,74.61,3,5,362.857,2.405600000000001,74.61,3.0,5.0,7.0,0,True,True,High-priority
363.01,2.19,58.89,1,4,363.00500000000005,2.1887000000000003,58.89,1.0,4.0,1.0,0,True,True,High-priority
363.44,1.51,105.72,3,5,363.4390000000001,1.5134999999999998,105.72,3.0,5.0,4.0,0,True,True,High-priority
363.53,2.01,43.86,0,4,363.5270000000002,2.0082000000000004,43.86000000000001,0.0,4.0,3.0,0,True,True,High-priority
363.55,4.7,82.05,3,3,363.5460000000002,4.698770000000003,82.05000000000001,3.0,3.0,10.0,0,True,True,High-priority
364.53,4.26,55.76,1,4,364.5260000000002,4.258400000000004,55.760000000000005,1.0,4.0,4.0,0,True,True,High-priority
365.43,2.94,76.24,2,4,365.43300000000016,2.936100000000001,76.24,2.0,4.0,5.0,0,True,True,High-priority
365.48,2.67,65.46,2,4,365.4770000000002,2.674400000000001,65.46000000000001,2.0,4.0,5.0,0,True,True,High-priority
366.37,3.57,74.97,0,6,366.369,3.5668000000000024,74.97,0.0,6.0,6.0,0,True,True,High-priority
366.38,2.95,105.53,1,7,366.377,2.952700000000002,105.53,1.0,7.0,5.0,0,True,True,High-priority
366.51,1.85,53.01,1,5,366.50800000000015,1.85,53.010000000000005,1.0,5.0,4.0,0,True,True,High-priority
366.54,4.9,36.92,0,4,366.54200000000014,4.902200000000005,36.92,0.0,4.0,2.0,0,True,True,High-priority
366.98,4.29,56.05,2,3,366.977,4.293580000000004,56.05,2.0,3.0,2.0,0,True,True,High-priority
367.36,2.29,116.84,3,5,367.3570000000001,2.29162,116.84000000000002,3.0,5.0,5.0,0,True,True,High-priority
367.45,3.17,55.84,0,4,367.4450000000001,3.1725200000000022,55.84,0.0,4.0,7.0,0,True,True,High-priority
367.82,4.24,53.6,0,7,367.8160000000001,4.236100000000003,53.6,0.0,6.0,7.0,0,True,True,High-priority
368.43,4.47,53.99,0,5,368.42900000000026,4.474300000000004,53.99000000000001,0.0,5.0,3.0,0,True,True,High-priority
368.77,3.33,75.99,2,5,368.7720000000001,3.334200000000001,75.99000000000001,2.0,5.0,0.0,0,True,True,High-priority
369.33,2.52,126.07,3,6,369.32900000000006,2.52272,126.07,3.0,6.0,5.0,0,True,True,High-priority
369.37,1.88,77.46,1,7,369.3730000000001,1.8756999999999997,77.46000000000001,1.0,7.0,0.0,0,True,True,High-priority
369.4,0.87,122.91,2,7,369.3950000000001,0.8665199999999995,122.90999999999998,2.0,7.0,6.0,0,True,True,High-priority
369.42,3.19,49.39,0,6,369.4170000000001,3.193200000000002,49.39,0.0,6.0,3.0,0,True,True,High-priority
369.42,1.29,86.09,2,5,369.4210000000001,1.2887699999999995,86.09,2.0,5.0,3.0,0,True,True,High-priority
370.41,1.59,88.1,2,5,370.4050000000001,1.5946999999999991,88.10000000000001,2.0,5.0,6.0,0,True,True,High-priority
370.45,2.17,74.79,2,5,370.449,2.1701,74.79,2.0,5.0,3.0,0,True,True,High-priority
370.45,3.04,81.35,0,6,370.4530000000003,3.0444000000000013,81.35000000000001,0.0,6.0,5.0,0,True,True,High-priority
370.79,4.22,65.74,0,5,370.78800000000007,4.221400000000003,65.74000000000001,0.0,5.0,6.0,0,True,True,High-priority
371.43,3.4,66.02,1,5,371.4330000000002,3.399300000000002,66.02000000000001,1.0,5.0,6.0,0,True,True,High-priority
371.51,3.79,72.7,1,6,371.5100000000001,3.788000000000002,72.7,1.0,5.0,9.0,0,True,True,High-priority
372.37,-1.02,134.91,4,9,372.37000000000006,-1.0204999999999995,134.91000000000005,4.0,9.0,7.0,0,True,True,High-priority
372.42,3.09,85.97,1,6,372.41700000000014,3.0905000000000014,85.97,1.0,6.0,2.0,0,True,True,High-priority
373.41,1.64,121.52,3,6,373.4090000000003,1.6434999999999995,121.52,3.0,5.0,6.0,0,True,True,High-priority
373.43,1.41,79.81,0,5,373.4340000000001,1.4096999999999993,79.81000000000002,0.0,5.0,3.0,0,True,True,High-priority
374.39,1.01,102.43,1,7,374.38900000000007,1.0095999999999996,102.43,1.0,7.0,3.0,0,True,True,High-priority
374.39,1.52,99.13,1,7,374.3890000000001,1.5249,99.13,1.0,7.0,2.0,0,True,True,High-priority
374.39,3.44,72.45,0,7,374.3890000000001,3.4361000000000024,72.45000000000002,0.0,7.0,6.0,0,True,True,High-priority
374.4,2.7,100.19,3,4,374.40000000000015,2.704200000000001,100.19,3.0,4.0,4.0,0,True,True,High-priority
374.44,2.71,79.78,2,4,374.4440000000001,2.7063000000000006,79.78,2.0,3.0,6.0,0,True,True,High-priority
374.48,4.42,35.94,1,4,374.484,4.417400000000005,35.94,1.0,4.0,6.0,0,True,True,High-priority
375.34,3.72,121.47,3,7,375.3400000000001,3.722100000000002,121.47,3.0,7.0,2.0,0,True,True,High-priority
375.38,3.11,93.71,2,3,375.38400000000007,3.106200000000001,93.71,2.0,3.0,2.0,0,True,True,High-priority
375.42,2.74,105.84,2,5,375.4210000000001,2.7398000000000007,105.84,2.0,5.0,9.0,0,True,True,High-priority
375.5,4.42,39.34,1,2,375.49700000000007,4.423400000000004,39.34,1.0,2.0,2.0,0,True,True,High-priority
376.41,1.61,99.13,1,7,376.40500000000014,1.6063999999999998,99.13,1.0,7.0,4.0,0,True,True,High-priority
376.41,1.29,99.13,1,7,376.4050000000002,1.2945999999999998,99.13,1.0,7.0,2.0,0,True,True,High-priority
376.42,2.33,107.08,2,6,376.41600000000017,2.3290999999999995,107.08,2.0,5.0,5.0,0,True,True,High-priority
376.45,4.09,77.38,2,6,376.4490000000001,4.087700000000003,77.38000000000001,2.0,6.0,10.0,0,True,True,High-priority
377.36,2.22,125.29,3,6,377.3560000000001,2.22472,125.29,3.0,6.0,3.0,0,True,True,High-priority
377.44,3.84,65.38,1,6,377.4440000000002,3.8440400000000015,65.38,1.0,5.0,4.0,0,True,True,High-priority
377.45,3.61,83.29,2,5,377.44800000000015,3.611920000000002,83.28999999999999,2.0,5.0,4.0,0,True,True,High-priority
377.53,1.51,62.16,2,5,377.5250000000001,1.5145999999999995,62.16000000000001,2.0,5.0,3.0,0,True,True,High-priority
378.38,4.38,67.13,0,6,378.3800000000001,4.381500000000004,67.13000000000001,0.0,6.0,2.0,0,True,True,High-priority
378.47,3.29,82.2,0,6,378.46500000000015,3.290600000000002,82.2,0.0,6.0,10.0,0,True,True,High-priority
378.47,2.83,77.38,2,6,378.46500000000015,2.8320000000000007,77.38000000000001,2.0,6.0,6.0,0,True,True,High-priority
378.51,3.78,83.83,2,4,378.5090000000001,3.778100000000003,83.83,2.0,4.0,3.0,0,True,True,High-priority
378.51,0.88,73.24,2,6,378.51300000000015,0.8813000000000004,73.24000000000001,2.0,6.0,4.0,0,True,True,High-priority
379.46,4.65,37.38,0,2,379.45900000000006,4.645600000000004,37.38,0.0,2.0,2.0,0,True,True,High-priority
380.44,0.39,113.29,3,7,380.4370000000001,0.3901999999999997,113.29000000000002,3.0,7.0,0.0,0,True,True,High-priority
380.44,0.86,113.29,3,7,380.4370000000002,0.8648999999999994,113.29,3.0,7.0,3.0,0,True,True,High-priority
380.45,2.82,102.34,3,5,380.44800000000015,2.819000000000001,102.34,3.0,5.0,6.0,0,True,True,High-priority
380.48,1.11,96.22,3,6,380.4810000000001,1.111199999999999,96.22,3.0,6.0,2.0,0,True,True,High-priority
381.23,4.68,44.12,0,4,381.229,4.679400000000004,44.12,0.0,3.0,2.0,0,True,True,High-priority
381.43,3.19,88.02,3,5,381.4280000000001,3.1931000000000016,88.02000000000001,3.0,5.0,5.0,0,True,True,High-priority
381.44,4.74,86.01,2,4,381.4350000000001,4.744780000000004,86.01,2.0,4.0,3.0,0,True,True,High-priority
381.45,3.48,55.84,0,5,381.45300000000015,3.4772000000000025,55.84,0.0,5.0,3.0,0,True,True,High-priority
381.47,3.21,93.14,1,5,381.46900000000016,3.208600000000001,93.14,1.0,5.0,5.0,0,True,True,High-priority
381.61,3.97,52.65,1,3,381.60500000000025,3.967800000000002,52.650000000000006,1.0,3.0,8.0,0,True,True,High-priority
381.86,2.02,65.07,0,6,381.8560000000002,2.0249,65.07000000000001,0.0,6.0,3.0,0,True,True,High-priority
382.37,1.56,132.13,4,7,382.36800000000017,1.563,132.13,4.0,7.0,2.0,0,True,True,High-priority
382.5,4.1,60.45,1,4,382.5040000000001,4.103340000000003,60.45,1.0,4.0,7.0,0,True,True,High-priority
382.5,4.05,50.8,1,4,382.5040000000002,4.050900000000003,50.8,1.0,4.0,9.0,0,True,True,High-priority
383.4,0.71,123.55,3,8,383.3970000000001,0.7097999999999995,123.55,3.0,8.0,6.0,0,True,True,High-priority
384.38,2.44,120.36,4,7,384.38400000000007,2.4429000000000003,120.36,4.0,7.0,2.0,0,True,True,High-priority
384.42,0.51,112.81,2,5,384.4170000000001,0.5054999999999996,112.81,2.0,5.0,1.0,0,True,True,High-priority
384.43,3.71,82.81,0,6,384.4280000000002,3.7078000000000015,82.81,0.0,6.0,3.0,0,True,True,High-priority
384.43,2.02,86.38,2,7,384.4320000000001,2.01972,86.38,2.0,7.0,5.0,0,True,True,High-priority
384.44,4.52,55.57,0,5,384.43500000000006,4.515520000000004,55.57,0.0,5.0,3.0,0,True,True,High-priority
384.48,2.0,72.72,2,6,384.47600000000017,1.9956,72.72,2.0,5.0,3.0,0,True,True,High-priority
384.5,4.26,72.31,1,6,384.5010000000003,4.262400000000003,72.31,1.0,6.0,4.0,0,True,True,High-priority
384.55,2.63,55.76,1,4,384.548,2.629500000000001,55.760000000000005,1.0,4.0,5.0,0,True,True,High-priority
385.37,1.32,116.53,3,7,385.3720000000001,1.3162999999999996,116.53000000000002,3.0,7.0,5.0,0,True,True,High-priority
385.42,3.8,83.09,1,7,385.41600000000017,3.7977000000000025,83.09000000000002,1.0,7.0,7.0,0,True,True,High-priority
385.46,2.64,57.23,0,6,385.4600000000002,2.639900000000001,57.23,0.0,6.0,4.0,0,True,True,High-priority
385.46,2.47,95.52,2,4,385.46400000000006,2.4714,95.52,2.0,4.0,5.0,0,True,True,High-priority
385.5,3.54,78.79,3,4,385.5040000000001,3.542600000000002,78.79,3.0,4.0,0.0,0,True,True,High-priority
385.5,3.22,66.43,0,4,385.5040000000002,3.2241000000000017,66.43,0.0,4.0,1.0,0,True,True,High-priority
385.87,0.79,107.53,4,5,385.8730000000001,0.7932000000000006,107.53,4.0,5.0,8.0,0,True,True,High-priority
386.4,3.21,75.61,1,7,386.40000000000015,3.2133000000000025,75.61000000000001,1.0,7.0,4.0,0,True,True,High-priority
386.84,3.1,91.42,3,3,386.8350000000001,3.0976000000000017,91.42,3.0,3.0,8.0,0,True,True,High-priority
388.41,-0.42,134.91,4,9,388.4130000000002,-0.4213000000000009,134.91,4.0,9.0,6.0,0,True,True,High-priority
388.42,2.38,127.45,5,7,388.41600000000005,2.3824000000000005,127.45,5.0,7.0,7.0,0,True,True,High-priority
388.46,3.68,63.22,0,6,388.46000000000015,3.683100000000003,63.220000000000006,0.0,6.0,8.0,0,True,True,High-priority
388.46,4.46,93.06,2,5,388.4600000000002,4.459720000000004,93.06000000000002,2.0,5.0,9.0,0,True,True,High-priority
388.46,3.61,70.43,0,6,388.4600000000003,3.610700000000003,70.43,0.0,6.0,2.0,0,True,True,High-priority
388.49,2.38,75.71,1,4,388.4890000000001,2.3799,75.71000000000001,1.0,4.0,7.0,0,True,True,High-priority
388.5,3.81,69.67,0,5,388.5040000000001,3.810100000000003,69.67,0.0,5.0,2.0,0,True,True,High-priority
389.41,-0.06,125.13,3,7,389.408,-0.0577000000000001,125.13,3.0,7.0,7.0,0,True,True,High-priority
389.45,4.83,72.45,1,4,389.4510000000001,4.8293200000000045,72.45,1.0,4.0,5.0,0,True,True,High-priority
390.28,2.62,38.77,0,4,390.277,2.616900000000001,38.77,0.0,4.0,1.0,0,True,True,High-priority
390.43,2.3,110.13,2,6,390.4320000000002,2.2998000000000003,110.13,2.0,6.0,4.0,0,True,True,High-priority
390.47,0.53,84.74,0,6,390.4650000000001,0.5290199999999998,84.74000000000001,0.0,5.0,4.0,0,True,True,High-priority
390.47,-0.41,136.68,5,8,390.473,-0.4145999999999994,136.68,5.0,8.0,7.0,0,True,True,High-priority
390.52,4.56,61.83,0,5,390.5200000000002,4.564300000000005,61.830000000000005,0.0,5.0,6.0,0,True,True,High-priority
390.56,4.81,55.76,1,4,390.5640000000001,4.811400000000005,55.760000000000005,1.0,4.0,4.0,0,True,True,High-priority
391.3,2.57,64.99,1,5,391.3020000000002,2.567600000000001,64.99000000000001,1.0,5.0,1.0,0,True,True,High-priority
391.39,1.01,122.19,3,6,391.3870000000001,1.0128,122.19,3.0,5.0,3.0,0,True,True,High-priority
391.42,4.65,81.68,1,5,391.4230000000001,4.654260000000004,81.68,1.0,5.0,4.0,0,True,True,High-priority
392.4,0.22,114.82,2,8,392.40400000000017,0.2192999999999996,114.82,2.0,8.0,2.0,0,True,True,High-priority
392.41,4.2,74.97,0,6,392.4070000000001,4.197500000000003,74.97000000000001,0.0,6.0,5.0,0,True,True,High-priority
392.42,2.92,98.24,2,6,392.415,2.923800000000001,98.24,2.0,5.0,6.0,0,True,True,High-priority
392.49,2.03,110.52,4,5,392.4920000000001,2.0301,110.52,4.0,5.0,3.0,0,True,True,High-priority
392.54,3.11,83.83,2,5,392.5360000000002,3.1092000000000013,83.83000000000001,2.0,5.0,3.0,0,True,True,High-priority
392.54,4.76,72.83,1,4,392.5360000000002,4.764400000000004,72.83000000000001,1.0,4.0,7.0,0,True,True,High-priority
392.54,4.52,34.47,0,4,392.5430000000001,4.523300000000004,34.47,0.0,3.0,4.0,0,True,True,High-priority
393.39,2.6,105.84,2,5,393.395,2.6026000000000007,105.84000000000002,2.0,5.0,6.0,0,True,True,High-priority
393.44,0.97,94.67,0,8,393.43600000000015,0.9748,94.67000000000002,0.0,8.0,1.0,0,True,True,High-priority
393.48,4.84,70.95,3,5,393.4830000000002,4.838820000000004,70.95,3.0,5.0,3.0,0,True,True,High-priority
393.49,1.56,63.57,1,5,393.48700000000014,1.5611999999999997,63.57,1.0,4.0,5.0,0,True,True,High-priority
393.51,1.19,70.16,0,5,393.5090000000002,1.1909000000000003,70.16000000000001,0.0,5.0,4.0,0,True,True,High-priority
393.51,1.62,78.95,1,5,393.5090000000002,1.6192999999999995,78.95,1.0,5.0,3.0,0,True,True,High-priority
394.42,3.7,63.22,0,6,394.4230000000001,3.703300000000002,63.22,0.0,6.0,3.0,0,True,True,High-priority
394.47,1.62,70.08,1,5,394.4710000000002,1.6161,70.08000000000001,1.0,5.0,1.0,0,True,True,High-priority
394.52,2.56,61.61,1,5,394.51900000000006,2.5609,61.61000000000001,1.0,5.0,8.0,0,True,True,High-priority
395.41,3.04,105.84,2,5,395.4110000000001,3.0391600000000016,105.84,2.0,5.0,6.0,0,True,True,High-priority
395.46,3.77,61.14,0,6,395.45500000000015,3.7672000000000025,61.140000000000015,0.0,6.0,6.0,0,True,True,High-priority
396.4,3.64,80.29,0,7,396.39500000000015,3.644000000000003,80.29,0.0,7.0,6.0,0,True,True,High-priority
396.4,0.85,129.39,2,8,396.3960000000002,0.8533999999999993,129.39,2.0,8.0,5.0,0,True,True,High-priority
396.4,0.97,127.84,4,4,396.4030000000001,0.966800000000001,127.84000000000002,4.0,4.0,6.0,0,True,True,High-priority
396.42,0.58,71.69,1,6,396.4190000000002,0.5785,71.69000000000001,1.0,6.0,3.0,0,True,True,High-priority
396.44,0.44,130.36,3,8,396.4360000000002,0.4355999999999993,130.36,3.0,8.0,4.0,0,True,True,High-priority
396.44,1.82,77.1,1,7,396.4430000000002,1.8235,77.10000000000001,1.0,7.0,3.0,0,True,True,High-priority
396.45,1.26,125.09,3,5,396.4470000000003,1.2645999999999993,125.09,3.0,5.0,4.0,0,True,True,High-priority
397.43,2.51,98.0,2,6,397.4270000000001,2.5109200000000005,98.0,2.0,6.0,7.0,0,True,True,High-priority
397.54,3.52,62.3,1,4,397.54400000000027,3.524500000000001,62.3,1.0,4.0,5.0,0,True,True,High-priority
398.45,1.05,122.52,3,8,398.4520000000001,1.0457,122.52,3.0,8.0,8.0,0,True,True,High-priority
398.55,2.67,72.57,3,5,398.54700000000025,2.6686000000000005,72.57000000000001,3.0,5.0,6.0,0,True,True,High-priority
399.44,3.4,98.75,1,6,399.44300000000015,3.402440000000002,98.75,1.0,6.0,6.0,0,True,True,High-priority
399.49,4.72,38.77,0,3,399.4900000000001,4.720400000000004,38.77,0.0,3.0,5.0,0,True,True,High-priority
399.53,3.67,70.0,2,5,399.53100000000006,3.6716000000000015,70.0,2.0,5.0,5.0,0,True,True,High-priority
400.38,0.64,129.59,4,8,400.383,0.6386999999999994,129.59,4.0,8.0,4.0,0,True,True,High-priority
400.44,0.76,103.63,1,9,400.4390000000002,0.7648999999999997,103.63,1.0,8.0,6.0,0,True,True,High-priority
400.59,4.13,50.16,1,5,400.592,4.126600000000003,50.16,1.0,4.0,6.0,0,True,True,High-priority
401.44,1.9,112.74,2,6,401.4440000000001,1.89532,112.74,2.0,6.0,4.0,0,True,True,High-priority
401.55,3.69,75.63,2,4,401.54700000000014,3.6886000000000023,75.63,2.0,4.0,2.0,0,True,True,High-priority
401.55,3.37,83.47,2,4,401.5470000000003,3.3651000000000018,83.47,2.0,4.0,2.0,0,True,True,High-priority
401.55,2.49,61.88,1,4,401.5510000000002,2.4937000000000005,61.88,1.0,4.0,4.0,0,True,True,High-priority
402.4,2.66,104.57,0,8,402.39900000000017,2.657400000000001,104.57,0.0,8.0,3.0,0,True,True,High-priority
402.46,3.66,82.1,0,8,402.458,3.663000000000003,82.10000000000001,0.0,7.0,6.0,0,True,True,High-priority
402.49,4.79,60.44,0,4,402.49000000000007,4.785100000000004,60.440000000000005,0.0,4.0,3.0,0,True,True,High-priority
402.53,4.79,64.99,1,4,402.5310000000001,4.787620000000004,64.99000000000001,1.0,4.0,3.0,0,True,True,High-priority
403.51,4.43,58.22,1,4,403.507,4.427400000000003,58.22,1.0,4.0,4.0,0,True,True,High-priority
404.42,1.73,108.5,0,8,404.4150000000002,1.7260999999999995,108.50000000000004,0.0,8.0,4.0,0,True,True,High-priority
404.42,1.99,108.36,1,8,404.41500000000025,1.9923,108.36000000000004,1.0,8.0,4.0,0,True,True,High-priority
406.52,1.69,107.22,4,6,406.5190000000002,1.6899999999999995,107.22,4.0,6.0,1.0,0,True,True,High-priority
406.61,4.57,66.76,2,4,406.60700000000026,4.5663000000000045,66.76,2.0,4.0,4.0,0,True,True,High-priority
407.26,4.38,53.99,0,5,407.2600000000001,4.379600000000004,53.99000000000001,0.0,5.0,7.0,0,True,True,High-priority
407.27,4.07,73.04,3,2,407.2710000000001,4.071900000000002,73.03999999999999,3.0,2.0,2.0,0,True,True,High-priority
